structure	score	cellTypes	spanRatio	leaves	minCycle	maxCycle	beatLevel
[[3,2,2],[3,2,2],[2,3]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,2,2],[3,2,2],[3,2]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,2,2],[3,2],[3,2,2]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,2,2],[3,3],[3,3]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,2],[2,2,3],[2,2,3]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,2],[2,3,2],[2,3,2]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,2],[3,2,2],[3,2,2]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,3],[2,2,3],[3,3]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,3],[2,3,2],[3,3]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,3],[3,2,2],[3,3]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,3],[3,3],[2,2,3]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,3],[3,3],[2,3,2]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[3,3],[3,3],[3,2,2]]	0.333333	2	1.5000	19	1.9000	5.0000	1
[[[2,2],[2,3]],[[2,3],[2,3]]]	0.333333	2	1.5000	19	1.9000	5.0000	2
[[[2,2],[3,2]],[[3,2],[3,2]]]	0.333333	2	1.5000	19	1.9000	5.0000	2
[[[2,3],[2,2]],[[2,3],[2,3]]]	0.333333	2	1.5000	19	1.9000	5.0000	2
[[[2,3],[2,3]],[[2,2],[2,3]]]	0.333333	2	1.5000	19	1.9000	5.0000	2
[[[2,3],[2,3]],[[2,3],[2,2]]]	0.333333	2	1.5000	19	1.9000	5.0000	2
[[[3,2],[2,2]],[[3,2],[3,2]]]	0.333333	2	1.5000	19	1.9000	5.0000	2
[[[3,2],[3,2]],[[2,2],[3,2]]]	0.333333	2	1.5000	19	1.9000	5.0000	2
[[[3,2],[3,2]],[[3,2],[2,2]]]	0.333333	2	1.5000	19	1.9000	5.0000	2
[[2,2,2],[2,2,2],[2,3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,2],[2,2,2],[3,2,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,2],[2,2,2],[3,3,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,2],[2,2,3],[2,2,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,2],[2,3,2],[2,3,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,2],[2,3,3],[2,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,2],[3,2,2],[3,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,2],[3,2,3],[2,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,2],[3,3,2],[2,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,3],[2,2,2],[2,2,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,3],[2,2,3],[2,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,3],[2,2,3],[3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,2,3],[3,3],[2,2,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,3,2],[2,2,2],[2,3,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,3,2],[2,3,2],[2,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,3,2],[2,3,2],[3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,3,2],[3,3],[2,3,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,3,3],[2,2,2],[2,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[2,3,3],[3,3],[3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,2,2],[2,2,2],[3,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,2,2],[3,2,2],[2,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,2,2],[3,2,2],[3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,2,2],[3,3],[3,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,2,3],[2,2,2],[2,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,2,3],[3,3],[3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3,2],[2,2,2],[2,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3,2],[3,3],[3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3],[2,2,3],[2,2,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3],[2,3,2],[2,3,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3],[2,3,3],[3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3],[3,2,2],[3,2,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3],[3,2,3],[3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3],[3,3,2],[3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3],[3,3],[2,3,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3],[3,3],[3,2,3]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[3,3],[3,3],[3,3,2]]	0.333333	2	1.5000	20	2.0000	5.0000	1
[[[2,2,2],[2,2,2]],[[2,2],[2,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,2,2],[2,2]],[[2,2,2],[2,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,2,2],[2,2]],[[2,2],[2,2,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,2],[2,2,2]],[[2,2,2],[2,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,2],[2,2,2]],[[2,2],[2,2,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,2,2],[2,2,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,3],[3,3]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,2],[3,3]],[[2,2],[3,3]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,2],[3,3]],[[3,3],[2,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,3],[2,3]],[[2,3],[3,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,3],[2,3]],[[3,2],[2,3]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,3],[2,3]],[[3,2],[3,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[2,3],[2,3]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[2,3],[3,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[3,2],[2,3]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[2,3],[3,2]],[[3,2],[3,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[2,3],[2,3]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[2,3],[3,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[3,2],[2,3]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[3,2],[2,3]],[[3,2],[3,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[2,3],[2,3]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[2,3],[3,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[3,2],[3,2]],[[3,2],[2,3]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[3,3],[2,2]],[[2,2],[3,3]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[3,3],[2,2]],[[3,3],[2,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[[3,3],[3,3]],[[2,2],[2,2]]]	0.333333	2	1.5000	20	2.0000	5.0000	2
[[2,3,3],[2,3]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[2,3,3],[3,2]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[2,3],[2,3,3]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[2,3],[3,2,3]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[2,3],[3,3,2]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[3,2,3],[2,3]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[3,2,3],[3,2]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[3,2],[2,3,3]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[3,2],[3,2,3]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[3,2],[3,3,2]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[3,3,2],[2,3]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[3,3,2],[3,2]]	0.312500	2	1.6000	13	1.3000	5.0000	1
[[2,3,3],[2,3],[2,3]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[2,3,3],[3,2],[3,2]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[2,3],[2,3,3],[2,3]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[2,3],[2,3],[2,3,3]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[2,3],[2,3],[3,2,3]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[2,3],[2,3],[3,3,2]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[2,3],[3,2,3],[2,3]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[2,3],[3,3,2],[2,3]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[3,2,3],[2,3],[2,3]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[3,2,3],[3,2],[3,2]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[3,2],[2,3,3],[3,2]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[3,2],[3,2,3],[3,2]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[3,2],[3,2],[2,3,3]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[3,2],[3,2],[3,2,3]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[3,2],[3,2],[3,3,2]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[3,2],[3,3,2],[3,2]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[3,3,2],[2,3],[2,3]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[3,3,2],[3,2],[3,2]]	0.312500	2	1.6000	18	1.8000	5.0000	1
[[2,2,3],[2,2]]	0.285714	2	1.7500	11	1.1000	5.0000	1
[[2,2],[2,2,3]]	0.285714	2	1.7500	11	1.1000	5.0000	1
[[2,2],[2,3,2]]	0.285714	2	1.7500	11	1.1000	5.0000	1
[[2,2],[3,2,2]]	0.285714	2	1.7500	11	1.1000	5.0000	1
[[2,3,2],[2,2]]	0.285714	2	1.7500	11	1.1000	5.0000	1
[[3,2,2],[2,2]]	0.285714	2	1.7500	11	1.1000	5.0000	1
[[2,2,3],[2,2],[2,2]]	0.285714	2	1.7500	15	1.5000	5.0000	1
[[2,2],[2,2,3],[2,2]]	0.285714	2	1.7500	15	1.5000	5.0000	1
[[2,2],[2,2],[2,2,3]]	0.285714	2	1.7500	15	1.5000	5.0000	1
[[2,2],[2,2],[2,3,2]]	0.285714	2	1.7500	15	1.5000	5.0000	1
[[2,2],[2,2],[3,2,2]]	0.285714	2	1.7500	15	1.5000	5.0000	1
[[2,2],[2,3,2],[2,2]]	0.285714	2	1.7500	15	1.5000	5.0000	1
[[2,2],[3,2,2],[2,2]]	0.285714	2	1.7500	15	1.5000	5.0000	1
[[2,3,2],[2,2],[2,2]]	0.285714	2	1.7500	15	1.5000	5.0000	1
[[3,2,2],[2,2],[2,2]]	0.285714	2	1.7500	15	1.5000	5.0000	1
[[2,2,3],[2,2,3],[2,2]]	0.285714	2	1.7500	18	1.8000	5.0000	1
[[2,2,3],[2,2],[2,2,3]]	0.285714	2	1.7500	18	1.8000	5.0000	1
[[2,2],[2,2,3],[2,2,3]]	0.285714	2	1.7500	18	1.8000	5.0000	1
[[2,2],[2,3,2],[2,3,2]]	0.285714	2	1.7500	18	1.8000	5.0000	1
[[2,2],[3,2,2],[3,2,2]]	0.285714	2	1.7500	18	1.8000	5.0000	1
[[2,3,2],[2,2],[2,3,2]]	0.285714	2	1.7500	18	1.8000	5.0000	1
[[2,3,2],[2,3,2],[2,2]]	0.285714	2	1.7500	18	1.8000	5.0000	1
[[3,2,2],[2,2],[3,2,2]]	0.285714	2	1.7500	18	1.8000	5.0000	1
[[3,2,2],[3,2,2],[2,2]]	0.285714	2	1.7500	18	1.8000	5.0000	1
[[[2,2,3],[2,2]],[[2,2],[2,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[2,2],[2,2,3]],[[2,2],[2,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,2,3],[2,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,2],[2,2,3]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,2],[2,3,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,2],[3,2,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[2,3,2],[2,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[2,2],[2,2]],[[3,2,2],[2,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[2,2],[2,3,2]],[[2,2],[2,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[2,2],[3,2,2]],[[2,2],[2,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[2,3,2],[2,2]],[[2,2],[2,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[[3,2,2],[2,2]],[[2,2],[2,2]]]	0.285714	2	1.7500	19	1.9000	5.0000	2
[[2,3],[3,3,3]]	0.277778	2	1.8000	14	1.4000	5.0000	1
[[3,2],[3,3,3]]	0.277778	2	1.8000	14	1.4000	5.0000	1
[[3,3,3],[2,3]]	0.277778	2	1.8000	14	1.4000	5.0000	1
[[3,3,3],[3,2]]	0.277778	2	1.8000	14	1.4000	5.0000	1
[[2,3],[2,3],[3,3,3]]	0.277778	2	1.8000	19	1.9000	5.0000	1
[[2,3],[3,3,3],[2,3]]	0.277778	2	1.8000	19	1.9000	5.0000	1
[[3,2],[3,2],[3,3,3]]	0.277778	2	1.8000	19	1.9000	5.0000	1
[[3,2],[3,3,3],[3,2]]	0.277778	2	1.8000	19	1.9000	5.0000	1
[[3,3,3],[2,3],[2,3]]	0.277778	2	1.8000	19	1.9000	5.0000	1
[[3,3,3],[3,2],[3,2]]	0.277778	2	1.8000	19	1.9000	5.0000	1
[[2,2],[2,3,3]]	0.250000	2	2.0000	12	1.2000	5.0000	1
[[2,2],[3,2,3]]	0.250000	2	2.0000	12	1.2000	5.0000	1
[[2,2],[3,3,2]]	0.250000	2	2.0000	12	1.2000	5.0000	1
[[2,3,3],[2,2]]	0.250000	2	2.0000	12	1.2000	5.0000	1
[[3,2,3],[2,2]]	0.250000	2	2.0000	12	1.2000	5.0000	1
[[3,3,2],[2,2]]	0.250000	2	2.0000	12	1.2000	5.0000	1
[[2,2],[2,2],[2,3,3]]	0.250000	2	2.0000	16	1.6000	5.0000	1
[[2,2],[2,2],[3,2,3]]	0.250000	2	2.0000	16	1.6000	5.0000	1
[[2,2],[2,2],[3,3,2]]	0.250000	2	2.0000	16	1.6000	5.0000	1
[[2,2],[2,3,3],[2,2]]	0.250000	2	2.0000	16	1.6000	5.0000	1
[[2,2],[3,2,3],[2,2]]	0.250000	2	2.0000	16	1.6000	5.0000	1
[[2,2],[3,3,2],[2,2]]	0.250000	2	2.0000	16	1.6000	5.0000	1
[[2,3,3],[2,2],[2,2]]	0.250000	2	2.0000	16	1.6000	5.0000	1
[[3,2,3],[2,2],[2,2]]	0.250000	2	2.0000	16	1.6000	5.0000	1
[[3,3,2],[2,2],[2,2]]	0.250000	2	2.0000	16	1.6000	5.0000	1
[[2,2],[2,3,3],[2,3,3]]	0.250000	2	2.0000	20	2.0000	5.0000	1
[[2,2],[3,2,3],[3,2,3]]	0.250000	2	2.0000	20	2.0000	5.0000	1
[[2,2],[3,3,2],[3,3,2]]	0.250000	2	2.0000	20	2.0000	5.0000	1
[[2,3,3],[2,2],[2,3,3]]	0.250000	2	2.0000	20	2.0000	5.0000	1
[[2,3,3],[2,3,3],[2,2]]	0.250000	2	2.0000	20	2.0000	5.0000	1
[[3,2,3],[2,2],[3,2,3]]	0.250000	2	2.0000	20	2.0000	5.0000	1
[[3,2,3],[3,2,3],[2,2]]	0.250000	2	2.0000	20	2.0000	5.0000	1
[[3,3,2],[2,2],[3,3,2]]	0.250000	2	2.0000	20	2.0000	5.0000	1
[[3,3,2],[3,3,2],[2,2]]	0.250000	2	2.0000	20	2.0000	5.0000	1
[[[2,2],[2,2]],[[2,2],[2,3,3]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,2],[3,2,3]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,2],[3,3,2]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[2,3,3],[2,2]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,2,3],[2,2]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[2,2],[2,2]],[[3,3,2],[2,2]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[2,2],[2,3,3]],[[2,2],[2,2]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[2,2],[3,2,3]],[[2,2],[2,2]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[2,2],[3,3,2]],[[2,2],[2,2]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[2,3,3],[2,2]],[[2,2],[2,2]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[3,2,3],[2,2]],[[2,2],[2,2]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[[3,3,2],[2,2]],[[2,2],[2,2]]]	0.250000	2	2.0000	20	2.0000	5.0000	2
[[2,2],[3,3,3]]	0.222222	2	2.2500	13	1.3000	5.0000	1
[[3,3,3],[2,2]]	0.222222	2	2.2500	13	1.3000	5.0000	1
[[2,2],[2,3],[3,2]]	0.222222	3	1.5000	14	1.4000	5.0000	1
[[2,2],[3,2],[2,3]]	0.222222	3	1.5000	14	1.4000	5.0000	1
[[2,3],[2,2],[3,2]]	0.222222	3	1.5000	14	1.4000	5.0000	1
[[2,3],[3,2],[2,2]]	0.222222	3	1.5000	14	1.4000	5.0000	1
[[3,2],[2,2],[2,3]]	0.222222	3	1.5000	14	1.4000	5.0000	1
[[3,2],[2,3],[2,2]]	0.222222	3	1.5000	14	1.4000	5.0000	1
[[2,2,2],[2,2],[2,3]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2,2],[2,2],[3,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2,2],[2,3],[2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2,2],[3,2],[2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2],[2,2,2],[2,3]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2],[2,2,2],[3,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2],[2,3],[2,2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2],[2,3],[3,3]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2],[3,2],[2,2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2],[3,2],[3,3]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2],[3,3],[2,3]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2],[3,3],[3,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,3],[2,2,2],[2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,3],[2,2],[2,2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,3],[2,2],[3,3]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,3],[3,3],[2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[3,2],[2,2,2],[2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[3,2],[2,2],[2,2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[3,2],[2,2],[3,3]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[3,2],[3,3],[2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[3,3],[2,2],[2,3]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[3,3],[2,2],[3,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[3,3],[2,3],[2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[3,3],[3,2],[2,2]]	0.222222	3	1.5000	15	1.5000	5.0000	1
[[2,2,2],[2,2],[3,3]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[2,2,2],[2,3],[3,2]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[2,2,2],[3,2],[2,3]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[2,2,2],[3,3],[2,2]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[2,2],[2,2,2],[3,3]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[2,2],[3,3],[2,2,2]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[2,3],[2,2,2],[3,2]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[2,3],[3,2],[2,2,2]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[2,3],[3,2],[3,3]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[2,3],[3,3],[3,2]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[3,2],[2,2,2],[2,3]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[3,2],[2,3],[2,2,2]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[3,2],[2,3],[3,3]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[3,2],[3,3],[2,3]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[3,3],[2,2,2],[2,2]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[3,3],[2,2],[2,2,2]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[3,3],[2,3],[3,2]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[3,3],[3,2],[2,3]]	0.222222	3	1.5000	16	1.6000	5.0000	1
[[2,2,2],[2,3],[3,3]]	0.222222	3	1.5000	17	1.7000	5.0000	1
[[2,2,2],[3,2],[3,3]]	0.222222	3	1.5000	17	1.7000	5.0000	1
[[2,2,2],[3,3],[2,3]]	0.222222	3	1.5000	17	1.7000	5.0000	1
[[2,2,2],[3,3],[3,2]]	0.222222	3	1.5000	17	1.7000	5.0000	1
[[2,2,3],[2,3],[3,2]]	0.222222	3	1.5000	17	1.7000	5.0000	1
