structure	score	cellTypes	spanRatio	leaves	minCycle	maxCycle	beatLevel
[[2,3,2],[3,2,3],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,2],[3,2,3],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,2],[3,2],[2,3,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,2],[3,2],[3,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,2],[3,2],[3,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,2],[3,3,2],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,2],[3,3,2],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[2,2,3],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[2,2,3],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[2,3,2],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[2,3,2],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[2,3],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[2,3],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[2,3],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[3,2,2],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[3,2,2],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[3,2],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[3,2],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3,3],[3,2],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[2,2,3],[2,3,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[2,2,3],[3,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[2,2,3],[3,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[2,3,2],[2,3,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[2,3,2],[3,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[2,3,2],[3,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[2,3,3],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[2,3,3],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[2,3,3],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[3,2,2],[2,3,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[3,2,2],[3,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[3,2,2],[3,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[3,2,3],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[3,2,3],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[3,2,3],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[3,3,2],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[3,3,2],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,3],[3,3,2],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[2,3,3],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[2,3,3],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[2,3],[2,3,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[2,3],[3,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[2,3],[3,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[3,2,3],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[3,2,3],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[3,2],[2,3,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[3,2],[3,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[3,2],[3,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[3,3,2],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,2],[3,3,2],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[2,2,3],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[2,2,3],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[2,3,2],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[2,3,2],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[2,3],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[2,3],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[2,3],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[3,2,2],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[3,2,2],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[3,2],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[3,2],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2,3],[3,2],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[2,2,3],[2,3,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[2,2,3],[3,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[2,2,3],[3,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[2,3,2],[2,3,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[2,3,2],[3,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[2,3,2],[3,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[2,3,3],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[2,3,3],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[2,3,3],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[3,2,2],[2,3,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[3,2,2],[3,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[3,2,2],[3,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[3,2,3],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[3,2,3],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[3,2,3],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[3,3,2],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[3,3,2],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,2],[3,3,2],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[2,2,3],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[2,2,3],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[2,3,2],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[2,3,2],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[2,3],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[2,3],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[2,3],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[3,2,2],[2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[3,2,2],[3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[3,2],[2,2,3]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[3,2],[2,3,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[3,3,2],[3,2],[3,2,2]]	0.208333	3	1.6000	20	2.0000	5.0000	1
[[2,2,3],[2,2],[2,3]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2,3],[2,2],[3,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2,3],[2,3],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2,3],[3,2],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[2,2,3],[2,3]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[2,2,3],[3,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[2,3,2],[2,3]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[2,3,2],[3,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[2,3],[2,2,3]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[2,3],[2,3,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[2,3],[3,2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[3,2,2],[2,3]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[3,2,2],[3,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[3,2],[2,2,3]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[3,2],[2,3,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2],[3,2],[3,2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,3,2],[2,2],[2,3]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,3,2],[2,2],[3,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,3,2],[2,3],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,3,2],[3,2],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,3],[2,2,3],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,3],[2,2],[2,2,3]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,3],[2,2],[2,3,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,3],[2,2],[3,2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,3],[2,3,2],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,3],[3,2,2],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[3,2,2],[2,2],[2,3]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[3,2,2],[2,2],[3,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[3,2,2],[2,3],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[3,2,2],[3,2],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[3,2],[2,2,3],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[3,2],[2,2],[2,2,3]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[3,2],[2,2],[2,3,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[3,2],[2,2],[3,2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[3,2],[2,3,2],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[3,2],[3,2,2],[2,2]]	0.190476	3	1.7500	16	1.6000	5.0000	1
[[2,2,2],[2,2,3],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2,2],[2,2],[2,2,3]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2,2],[2,2],[2,3,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2,2],[2,2],[3,2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2,2],[2,3,2],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2,2],[3,2,2],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2,3],[2,2,2],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2,3],[2,2],[2,2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2,3],[2,2],[3,3]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2,3],[3,3],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[2,2,2],[2,2,3]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[2,2,2],[2,3,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[2,2,2],[3,2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[2,2,3],[2,2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[2,2,3],[3,3]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[2,3,2],[2,2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[2,3,2],[3,3]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[3,2,2],[2,2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[3,2,2],[3,3]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[3,3],[2,2,3]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[3,3],[2,3,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2],[3,3],[3,2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,3,2],[2,2,2],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,3,2],[2,2],[2,2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,3,2],[2,2],[3,3]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,3,2],[3,3],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[3,2,2],[2,2,2],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[3,2,2],[2,2],[2,2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[3,2,2],[2,2],[3,3]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[3,2,2],[3,3],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[3,3],[2,2,3],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[3,3],[2,2],[2,2,3]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[3,3],[2,2],[2,3,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[3,3],[2,2],[3,2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[3,3],[2,3,2],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[3,3],[3,2,2],[2,2]]	0.190476	3	1.7500	17	1.7000	5.0000	1
[[2,2,3],[2,2],[2,3,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,2,3],[2,2],[3,2,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,2,3],[2,3,2],[2,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,2,3],[3,2,2],[2,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,2],[2,2,3],[2,3,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,2],[2,2,3],[3,2,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,2],[2,3,2],[2,2,3]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,2],[2,3,2],[3,2,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,2],[3,2,2],[2,2,3]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,2],[3,2,2],[2,3,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,3,2],[2,2,3],[2,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,3,2],[2,2],[2,2,3]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,3,2],[2,2],[3,2,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[2,3,2],[3,2,2],[2,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[3,2,2],[2,2,3],[2,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[3,2,2],[2,2],[2,2,3]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[3,2,2],[2,2],[2,3,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[3,2,2],[2,3,2],[2,2]]	0.190476	3	1.7500	18	1.8000	5.0000	1
[[[2,2,3],[2,2]],[[2,2],[2,3]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2,3],[2,2]],[[2,2],[3,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2,3],[2,2]],[[2,3],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2,3],[2,2]],[[3,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,2,3]],[[2,2],[2,3]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,2,3]],[[2,2],[3,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,2,3]],[[2,3],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,2,3]],[[3,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,3,2]],[[2,2],[2,3]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,3,2]],[[2,2],[3,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,3,2]],[[2,3],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,3,2]],[[3,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,2,3],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,2],[2,2,3]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,2],[2,3,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,2],[3,2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[2,3,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[2,3]],[[3,2,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[3,2,2]],[[2,2],[2,3]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[3,2,2]],[[2,2],[3,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[3,2,2]],[[2,3],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[3,2,2]],[[3,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,2,3],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,2],[2,2,3]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,2],[2,3,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,2],[3,2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[2,3,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,2],[3,2]],[[3,2,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,3,2],[2,2]],[[2,2],[2,3]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,3,2],[2,2]],[[2,2],[3,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,3,2],[2,2]],[[2,3],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,3,2],[2,2]],[[3,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,2,3],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,2],[2,2,3]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,2],[2,3,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,2],[3,2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[2,3,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[2,3],[2,2]],[[3,2,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[3,2,2],[2,2]],[[2,2],[2,3]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[3,2,2],[2,2]],[[2,2],[3,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[3,2,2],[2,2]],[[2,3],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[3,2,2],[2,2]],[[3,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,2,3],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,2],[2,2,3]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,2],[2,3,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,2],[3,2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[2,3,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[[3,2],[2,2]],[[3,2,2],[2,2]]]	0.190476	3	1.7500	20	2.0000	5.0000	2
[[2,3],[3,2],[3,3,3]]	0.185185	3	1.8000	19	1.9000	5.0000	1
[[2,3],[3,3,3],[3,2]]	0.185185	3	1.8000	19	1.9000	5.0000	1
[[3,2],[2,3],[3,3,3]]	0.185185	3	1.8000	19	1.9000	5.0000	1
[[3,2],[3,3,3],[2,3]]	0.185185	3	1.8000	19	1.9000	5.0000	1
[[3,3,3],[2,3],[3,2]]	0.185185	3	1.8000	19	1.9000	5.0000	1
[[3,3,3],[3,2],[2,3]]	0.185185	3	1.8000	19	1.9000	5.0000	1
[[2,2,2],[2,3],[3,3,3]]	0.185185	3	1.8000	20	2.0000	5.0000	1
[[2,2,2],[3,2],[3,3,3]]	0.185185	3	1.8000	20	2.0000	5.0000	1
[[2,2,2],[3,3,3],[2,3]]	0.185185	3	1.8000	20	2.0000	5.0000	1
[[2,2,2],[3,3,3],[3,2]]	0.185185	3	1.8000	20	2.0000	5.0000	1
[[2,3],[2,2,2],[3,3,3]]	0.185185	3	1.8000	20	2.0000	5.0000	1
[[2,3],[3,3,3],[2,2,2]]	0.185185	3	1.8000	20	2.0000	5.0000	1
[[2,3],[3,3,3],[3,3]]	0.185185	3	1.8000	20	2.0000	5.0000	1
[[2,3],[3,3],[3,3,3]]	0.185185	3	1.8000	20	2.0000	5.0000	1
[[3,2],[2,2,2],[3,3,3]]	0.185185	3	1.8000	20	2.0000	5.0000	1
[[3,2],[3,3,3],[2,2,2]]	0.185185	3	1.8000	20	2.0000	5.0000	1
